frame,x,y,z,xvar,yvar,rho,norm_cst,intensity,window_size
1,82.10040697475706,27.22376882835664,0.0,0.3148793135362873,0.4234133540039525,-0.037344316131761986,0.5584330376434173,0.6684572823282364,5
1,123.73185489489076,23.17027804115987,0.0,0.5279531122420349,0.3386180284214492,0.01112141195496234,0.517338754841192,0.627362999526011,5
1,56.18332527168412,33.731732625081186,0.0,0.3121829698711791,0.31244144708461563,5.157169214505616e-05,0.6047858480962092,0.7148100927810283,5
1,72.23439465879879,109.15025362239548,0.0,0.4111260505983926,0.3488730665973274,0.02375938346307787,0.5129200431584778,0.6229442878432969,5
1,12.097132432298926,118.10099208798663,0.0,0.3560256524364231,0.40545181720642287,0.11273733014407804,0.5153059572275436,0.6253302019123627,5
1,81.25914082397861,70.80515466476666,0.0,0.37994069011683546,0.2850705783586863,-0.14426603921431275,0.5604606431334616,0.6704848878182806,5
1,125.50113673422997,111.00535470107842,0.0,0.27976188689979337,0.3511086107624061,-0.009636609862700872,0.64834680441688,0.7583710491016991,5
1,111.15350984405022,58.613938748713586,0.0,0.26841768929954324,0.37327606457125356,0.060491444218026956,0.6156899640407874,0.7257142087256064,5
1,25.3407893081043,121.3612411676467,0.0,0.3938441551226317,0.30414531567296027,-0.029543752310769274,0.5625192755126709,0.67254352019749,5
1,74.47737909440984,31.781735215446027,0.0,0.5958654599251818,0.32776366611013386,-0.36763928151445185,0.5307148617015347,0.6407391063863538,5
1,73.30367752484419,98.88177656337476,0.0,0.383630511661572,0.3534598456322169,0.009587309452395916,0.47800689594511037,0.5880311406299294,5
1,62.79159526661809,69.04682160787186,0.0,0.37379964601934795,0.618608539998584,0.5725184369840379,0.5100999646100058,0.6201242092948249,5
1,64.39778458688552,22.85195808388902,0.0,0.28245549745204834,0.4257778927833787,0.16574198300178872,0.5756706147200532,0.6856948594048723,5
1,31.99819476092931,118.69334717949914,0.0,0.3408687822393522,0.38099727749069306,-0.03823637649116862,0.4642068749534382,0.5742311196382573,5
1,88.47227420620847,43.08298204278696,0.0,0.30628448619105675,0.3223335409796084,-0.08122668229004444,0.5717824643207351,0.6818067090055542,5
1,105.05881829403368,87.36711944846431,0.0,0.3204996362811274,0.3014442973405714,-0.09128607220229426,0.49423580445085674,0.6042600491356759,5
1,41.40540211317964,60.68571523476564,0.0,0.2819803789868157,0.48348069992774145,0.020115898382180915,0.4910079050235883,0.6010321497084075,5
1,102.24813281777978,29.65093188827982,0.0,0.30313753138268656,0.2642863130051149,0.19597399065824897,0.5070053014484845,0.6170295461333036,5
1,100.3129504516617,82.40976327580456,0.0,0.40096785688257475,0.3464076538254468,0.021360191430832048,0.44207033652264255,0.5520945812074617,5
1,106.1870114366009,10.643353334200235,0.0,0.6431542965708675,0.8058444025218602,0.0330317626144826,0.9611814052896338,1.071205649974453,5
1,120.52782723610311,12.541006311274199,0.0,0.7892493913275163,0.8067936296487415,0.10751808113986014,0.4293902409896852,0.5394144856745043,5
1,58.45992122885668,42.62810085649014,0.0,0.8760466174777163,0.7586875076212485,0.1437737992943719,0.47878544101964965,0.5888096857044688,5
1,72.64382108401436,75.31768429281264,0.0,0.8209961661345309,0.684566998843105,-0.19668795447698745,0.48394250317649123,0.5939667478613103,5
1,49.86607243857617,95.14955827565612,0.0,0.8785741941542153,0.6308161393532175,-0.1538473168673157,0.5077067756916814,0.6177310203765005,5
1,46.5055242305434,96.28711442375415,0.0,0.9410778819226671,0.6415060067700117,0.1004412270808689,0.4968268957703766,0.6068511404551957,5
